Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
tʰi˩˥ tʰv̩˧ɲi˧ʑ ɲi˧ʑi˩ ɲi˩tsɯ˩ mv̩˩ ɖɯ˧ʑi˩ɻ̍˩dʑo˩ zo˧ ɖɯ˧v̩˧ tɕʰi˧ pi˧zo˩	tʰi˩˥ ʈʂʰɯ˧ɲi˧ʑi˩ ɲi˧ʑi˩ ɲi˩tsɯ˩ mv̩˩ ɖɯ˧ʑi˩ɻ̍˩dʑo˩ zo˧ ɖɯ˧v̩˧ tɕʰi˧bi˥ pi˧zo˩	tʰi tʰv̩ɲiʑ ɲiʑi ɲitsɯ mv̩ ɖɯʑiɻ̍dʑo zo ɖɯv̩ tɕʰi pizo	tʰi ʈʂʰɯɲiʑi ɲiʑi ɲitsɯ mv̩ ɖɯʑiɻ̍dʑo zo ɖɯv̩ tɕʰibi pizo	['tʰi', 'tʰv̩ɲiʑ', 'ɲiʑi', 'ɲitsɯ', 'mv̩', 'ɖɯʑiɻ̍dʑo', 'zo', 'ɖɯv̩', 'tɕʰi', 'pizo']	['tʰi', 'ʈʂʰɯɲiʑi', 'ɲiʑi', 'ɲitsɯ', 'mv̩', 'ɖɯʑiɻ̍dʑo', 'zo', 'ɖɯv̩', 'tɕʰibi', 'pizo']	0	0.918918918918919	[1.0, 0.5333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]	0.9333333333333333
tʰi˩˥ tsʰi˧qʰæ˧˥ dʑo˩ wɤ˩˥ ʈʂo˩bo˩ ti˥ mmm… ʈʂwæ˧ʑi˧qʰwɤ˧ gv̩˩ɲi˩ pi˩ ŋwɤ˧ʈʂwæ˧ ʑi˧qʰwɤ˧ gv̩˩	tʰi˩˥ tsʰi˧qʰæ˧˥ dʑo˩ wɤ˩˥ ʈʂo˩bo˩ ti˥ mm… ʈʂwæ˧ ʑi˧qʰwɤ˧ gv̩˩ɲi˩ pi˩ ŋwɤ˧ʈʂwæ˧ ʑi˧qʰwɤ˧ gv̩˩	tʰi tsʰiqʰæ dʑo wɤ ʈʂobo ti mmm… ʈʂwæʑiqʰwɤ gv̩ɲi pi ŋwɤʈʂwæ ʑiqʰwɤ gv̩	tʰi tsʰiqʰæ dʑo wɤ ʈʂobo ti mm… ʈʂwæ ʑiqʰwɤ gv̩ɲi pi ŋwɤʈʂwæ ʑiqʰwɤ gv̩	['tʰi', 'tsʰiqʰæ', 'dʑo', 'wɤ', 'ʈʂobo', 'ti', 'mmm…', 'ʈʂwæʑiqʰwɤ', 'gv̩ɲi', 'pi', 'ŋwɤʈʂwæ', 'ʑiqʰwɤ', 'gv̩']	['tʰi', 'tsʰiqʰæ', 'dʑo', 'wɤ', 'ʈʂobo', 'ti', 'mm…', 'ʈʂwæ', 'ʑiqʰwɤ', 'gv̩ɲi', 'pi', 'ŋwɤʈʂwæ', 'ʑiqʰwɤ', 'gv̩']	1	0.9859154929577465	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.5714285714285714, 0.18181818181818182, 0.2857142857142857, 0.0, 0.3076923076923077, 0.0]	0.6310612464458618
njæ˧sɯ˩kv̩˩ qo˩qɑ˩˥ ɑ˩ʁo˧ dʑo˩ pi˧dʑo˩ ɖʐɯ˧qo˩ni˩hĩ˩ɳɯ˩dʑo˩ əəə… ʐwæ˧ tʰi˧se˥ le˧mv̩˥kv̩˩ze˩	njæ˧sɯ˩kv̩˩ qo˩qɑ˩˥ ɑ˩ʁo˧ dʑo˩ pi˩dʑo˩ ɖʐɯ˧qo˩ni˩hĩ˩ɳɯ˩dʑo˩ ə… ʐwæ˧ tʰi˧se˥ le˧mv̩˥kv̩˩ze˩	njæsɯkv̩ qoqɑ ɑʁo dʑo pidʑo ɖʐɯqonihĩɳɯdʑo əəə… ʐwæ tʰise lemv̩kv̩ze	njæsɯkv̩ qoqɑ ɑʁo dʑo pidʑo ɖʐɯqonihĩɳɯdʑo ə… ʐwæ tʰise lemv̩kv̩ze	['njæsɯkv̩', 'qoqɑ', 'ɑʁo', 'dʑo', 'pidʑo', 'ɖʐɯqonihĩɳɯdʑo', 'əəə…', 'ʐwæ', 'tʰise', 'lemv̩kv̩ze']	['njæsɯkv̩', 'qoqɑ', 'ɑʁo', 'dʑo', 'pidʑo', 'ɖʐɯqonihĩɳɯdʑo', 'ə…', 'ʐwæ', 'tʰise', 'lemv̩kv̩ze']	0	0.9852941176470589	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0]	0.9666666666666667
tʰi˩˥ hĩ˧ ʈʂʰɯ˧ʂæ˧ʂæ˧hĩ˧qo˩ le˧tsʰɯ˩ɲi˩mæ˩	tʰi˩˥ hĩ˧ ʈʂʰɯ˧ ʂæ˧ʂæ˧hĩ˧qo˩ le˧tsʰɯ˩ɲi˩mæ˩	tʰi hĩ ʈʂʰɯʂæʂæhĩqo letsʰɯɲimæ	tʰi hĩ ʈʂʰɯ ʂæʂæhĩqo letsʰɯɲimæ	['tʰi', 'hĩ', 'ʈʂʰɯʂæʂæhĩqo', 'letsʰɯɲimæ']	['tʰi', 'hĩ', 'ʈʂʰɯ', 'ʂæʂæhĩqo', 'letsʰɯɲimæ']	1	0.9846153846153847	[1.0, 1.0, 0.47058823529411764, 0.10526315789473684]	0.6439628482972136
hĩ˧ gi˩˥ wɤ˩˥ dzɑ˧hĩ˧ki˧ ʂe˧bi˧v̩˩tʰv̩˩hĩ˩ʈʂʰɯ˩dʑo˩ mɤ˧tsɤ˧ze˧ pi˧zo˩ tʰi˩˥ le˧wo˧tʰo˥tɕo˩ le˧tsʰɯ˩zo˩	hĩ˧ dʑi˧ dzɑ˧hĩ˧ki˧ ʂe˧bi˧vo˩tʰv̩˩hĩ˧ ʈʂʰɯ˧dʑo˩ mɤ˧tsɤ˧ze˩ pi˧zo˩ tʰi˩˥ le˧wo˧tʰo˥tɕo˩ le˧tsʰɯ˩zo˩	hĩ gi wɤ dzɑhĩki ʂebiv̩tʰv̩hĩʈʂʰɯdʑo mɤtsɤze pizo tʰi lewotʰotɕo letsʰɯzo	hĩ dʑi dzɑhĩki ʂebivotʰv̩hĩ ʈʂʰɯdʑo mɤtsɤze pizo tʰi lewotʰotɕo letsʰɯzo	['hĩ', 'gi', 'wɤ', 'dzɑhĩki', 'ʂebiv̩tʰv̩hĩʈʂʰɯdʑo', 'mɤtsɤze', 'pizo', 'tʰi', 'lewotʰotɕo', 'letsʰɯzo']	['hĩ', 'dʑi', 'dzɑhĩki', 'ʂebivotʰv̩hĩ', 'ʈʂʰɯdʑo', 'mɤtsɤze', 'pizo', 'tʰi', 'lewotʰotɕo', 'letsʰɯzo']	0	0.9403973509933775	[1.0, 0.4, 0.0, 0.2857142857142857, 0.5185185185185185, 1.0, 1.0, 1.0, 1.0, 1.0]	0.7204232804232804
ə˧mv̩˧ki˥ ʈʂʰɯ˧ne˧ʝi˥ ʝi˧lo˧ mɤ˧dʑɤ˩ ɲi˩ze˩mæ˩	ə˧mv̩˧ki˥ ʈʂʰɯ˧ne˧ʝi˥ ʝi˧lo˧ mɤ˧dʑɤ˩ ɲi˩ze˩ mæ˩	əmv̩ki ʈʂʰɯneʝi ʝilo mɤdʑɤ ɲizemæ	əmv̩ki ʈʂʰɯneʝi ʝilo mɤdʑɤ ɲize mæ	['əmv̩ki', 'ʈʂʰɯneʝi', 'ʝilo', 'mɤdʑɤ', 'ɲizemæ']	['əmv̩ki', 'ʈʂʰɯneʝi', 'ʝilo', 'mɤdʑɤ', 'ɲize', 'mæ']	1	0.9850746268656716	[1.0, 1.0, 1.0, 1.0, 0.8]	0.96
ni˧mi˧ʈʂʰɯ˧ zo˩no˥ go˧mi˧ʈʂʰɯ˧ hĩ˧ki˧ki˩ pi˧dʑo˩ ni˧mi˧ ɲi˥ze˩mæ˩ ə˩gi˩	ni˧mi˧ʈʂʰɯ˧ zo˩no˥ go˧mi˧ʈʂʰɯ˧ hĩ˧ki˧ki˩ pi˧dʑo˩ ni˧mi˧ɲi˥ze˩mæ˩ ə˩gi˩	nimiʈʂʰɯ zono gomiʈʂʰɯ hĩkiki pidʑo nimi ɲizemæ əgi	nimiʈʂʰɯ zono gomiʈʂʰɯ hĩkiki pidʑo nimiɲizemæ əgi	['nimiʈʂʰɯ', 'zono', 'gomiʈʂʰɯ', 'hĩkiki', 'pidʑo', 'nimi', 'ɲizemæ', 'əgi']	['nimiʈʂʰɯ', 'zono', 'gomiʈʂʰɯ', 'hĩkiki', 'pidʑo', 'nimiɲizemæ', 'əgi']	-1	0.9902912621359223	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5714285714285714, 0.2222222222222222, 0.0]	0.7242063492063492
dʑɯ˧ʈʂʰwæ˧	dze˧ʈʂʰwɤ˥	dʑɯʈʂʰwæ	dzeʈʂʰwɤ	['dʑɯʈʂʰwæ']	['dzeʈʂʰwɤ']	0	0.625	[0.625]	0.625
ə˧zɯ˩ sɯ˧sɯ˧pi˧dʑo˩ ə˧zɯ˩ ɖʐv̩˧ ɲi˩pi˩ ɖʐv̩˧ ɖʐv̩˧ no˧ɳɯ˧ njɤ˩ mv̩˩ njɤ˧ɳɯ˧ no˩ mv̩˩ ɖɯ˧pæ˥ le˧tɕʰo˥tɕʰo˩hɯ˩	ə˧zɯ˩ sɯ˧sɯ˧ pi˧dʑo˩ ə˧zɯ˩ ɖʐv̩˧ ɲi˩pi˩ ɖʐv̩˧ ɖʐv̩˧ no˧ njɤ˩mv̩˩ njɤ˧ɳɯ˧ no˩mv̩˩ ɖɯ˧pæ˧˥ le˧ʈʂʰɯ˧tɕi˩ hɯ˩	əzɯ sɯsɯpidʑo əzɯ ɖʐv̩ ɲipi ɖʐv̩ ɖʐv̩ noɳɯ njɤ mv̩ njɤɳɯ no mv̩ ɖɯpæ letɕʰotɕʰohɯ	əzɯ sɯsɯ pidʑo əzɯ ɖʐv̩ ɲipi ɖʐv̩ ɖʐv̩ no njɤmv̩ njɤɳɯ nomv̩ ɖɯpæ leʈʂʰɯtɕi hɯ	['əzɯ', 'sɯsɯpidʑo', 'əzɯ', 'ɖʐv̩', 'ɲipi', 'ɖʐv̩', 'ɖʐv̩', 'noɳɯ', 'njɤ', 'mv̩', 'njɤɳɯ', 'no', 'mv̩', 'ɖɯpæ', 'letɕʰotɕʰohɯ']	['əzɯ', 'sɯsɯ', 'pidʑo', 'əzɯ', 'ɖʐv̩', 'ɲipi', 'ɖʐv̩', 'ɖʐv̩', 'no', 'njɤmv̩', 'njɤɳɯ', 'nomv̩', 'ɖɯpæ', 'leʈʂʰɯtɕi', 'hɯ']	0	0.9056603773584906	[1.0, 0.6153846153846154, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.4, 0.6666666666666666, 1.0, 0.5714285714285714, 0.0, 0.15384615384615385, 0.2857142857142857]	0.3795360195360195
tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩dʑo˩ tʰi˩˥ əəə… gv̩˧mɑ˧tsʰɯ˩ɻ̍˩ pi˩ tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩ pi˩ əəə… ɖɯ˩mɑ˧ɬɑ˩tsʰo˩ pi˩ ʈʂʰɯ˧sɯ˩kv̩˩ so˩kv̩˩˥ njɤ˧ ə˧ʑi˧˥ ɖɯ˩mɑ˧pv̩˩ʈʰɯ˩ ʈʂʰɯ˧sɯ˩kv̩˩ ʐv̩˩kv̩˩ ɲi˥tsɯ˩ mv̩˩	tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩dʑo˩ tʰi˩˥ əə… gv̩˧mɤ˧tsʰɯ˩ɻ̍˩ pi˩ tsʰɯ˧ɻ̍˧ɬɑ˩mv̩˩ pi˩ əəə… ɖɯ˩mɑ˥lɑ˩tsʰo˩ pi˩ ʈʂʰɯ˧sɯ˩kv̩˩ so˩kv̩˩˥ njɤ˧ ə˧ʑi˧˥ ɖɯ˩mɤ˥pv̩˩ʈʰɯ˩ ʈʂʰɯ˧sɯ˩kv̩˩ ʐv̩˩kv̩˩ɲi˥tsɯ˩ mv̩˩	tʰi ʈʂʰɯneʝi tʰidzidʑo tʰi əəə… gv̩mɑtsʰɯɻ̍ pi tsʰɯɻ̍ɬɑmv̩ pi əəə… ɖɯmɑɬɑtsʰo pi ʈʂʰɯsɯkv̩ sokv̩ njɤ əʑi ɖɯmɑpv̩ʈʰɯ ʈʂʰɯsɯkv̩ ʐv̩kv̩ ɲitsɯ mv̩	tʰi ʈʂʰɯneʝi tʰidzidʑo tʰi əə… gv̩mɤtsʰɯɻ̍ pi tsʰɯɻ̍ɬɑmv̩ pi əəə… ɖɯmɑlɑtsʰo pi ʈʂʰɯsɯkv̩ sokv̩ njɤ əʑi ɖɯmɤpv̩ʈʰɯ ʈʂʰɯsɯkv̩ ʐv̩kv̩ɲitsɯ mv̩	['tʰi', 'ʈʂʰɯneʝi', 'tʰidzidʑo', 'tʰi', 'əəə…', 'gv̩mɑtsʰɯɻ̍', 'pi', 'tsʰɯɻ̍ɬɑmv̩', 'pi', 'əəə…', 'ɖɯmɑɬɑtsʰo', 'pi', 'ʈʂʰɯsɯkv̩', 'sokv̩', 'njɤ', 'əʑi', 'ɖɯmɑpv̩ʈʰɯ', 'ʈʂʰɯsɯkv̩', 'ʐv̩kv̩', 'ɲitsɯ', 'mv̩']	['tʰi', 'ʈʂʰɯneʝi', 'tʰidzidʑo', 'tʰi', 'əə…', 'gv̩mɤtsʰɯɻ̍', 'pi', 'tsʰɯɻ̍ɬɑmv̩', 'pi', 'əəə…', 'ɖɯmɑlɑtsʰo', 'pi', 'ʈʂʰɯsɯkv̩', 'sokv̩', 'njɤ', 'əʑi', 'ɖɯmɤpv̩ʈʰɯ', 'ʈʂʰɯsɯkv̩', 'ʐv̩kv̩ɲitsɯ', 'mv̩']	-1	0.9716312056737588	[1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.9090909090909091, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 0.7058823529411765, 0.0, 0.0]	0.8701007675797592
njɤ˧ ə˧si˧ɳɯ˧ zo˩no˥ ə˧sɯ˩kv̩˩ no˧sɯ˩kv̩˩ zo˩no˥ le˧ʐwɤ˩pi˩dʑo˩	njɤ˧ ə˧si˧˧ zo˩no˥ ə˧sɯ˩kv̩˩ no˧sɯ˩kv̩˩ zo˩no˥ le˧ʐwɤ˩ pi˩dʑo˩	njɤ əsiɳɯ zono əsɯkv̩ nosɯkv̩ zono leʐwɤpidʑo	njɤ əsi zono əsɯkv̩ nosɯkv̩ zono leʐwɤ pidʑo	['njɤ', 'əsiɳɯ', 'zono', 'əsɯkv̩', 'nosɯkv̩', 'zono', 'leʐwɤpidʑo']	['njɤ', 'əsi', 'zono', 'əsɯkv̩', 'nosɯkv̩', 'zono', 'leʐwɤ', 'pidʑo']	1	0.9662921348314607	[1.0, 0.75, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9166666666666666
ʈʂʰɯ˧ne˧ʝi˥ le˧tɕɯ˧ɭɯ˧ le˧tɕɯ˧ɭɯ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧gv̩˩	ʈʂʰɯ˧ne˧i˥ le˧tɕɯ˧ɭɯ˧ le˧tɕɯ˧ɭɯ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧gv̩˩	ʈʂʰɯneʝi letɕɯɭɯ letɕɯɭɯ ʈʂʰɯneʝi legv̩	ʈʂʰɯnei letɕɯɭɯ letɕɯɭɯ ʈʂʰɯneʝi legv̩	['ʈʂʰɯneʝi', 'letɕɯɭɯ', 'letɕɯɭɯ', 'ʈʂʰɯneʝi', 'legv̩']	['ʈʂʰɯnei', 'letɕɯɭɯ', 'letɕɯɭɯ', 'ʈʂʰɯneʝi', 'legv̩']	0	0.987012987012987	[0.9333333333333333, 1.0, 1.0, 1.0, 1.0]	0.9866666666666667
mv̩˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ qʰɑ˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ ɕi˧ɭɯ˧ ki˧ɲi˥tsɯ˩ mv̩˩	mv̩˧dze˧ ki˧ɲi˥tsɯ˩ mv̩˩ qʰɑ˧dze˧ki˧ɲi˥tsɯ˩ mv̩˩ sɕi˧ɭɯ˧ ki˧ɲi˥tsɯ˩ mv̩˩	mv̩dze kiɲitsɯ mv̩ qʰɑdze kiɲitsɯ mv̩ ɕiɭɯ kiɲitsɯ mv̩	mv̩dze kiɲitsɯ mv̩ qʰɑdzekiɲitsɯ mv̩ sɕiɭɯ kiɲitsɯ mv̩	['mv̩dze', 'kiɲitsɯ', 'mv̩', 'qʰɑdze', 'kiɲitsɯ', 'mv̩', 'ɕiɭɯ', 'kiɲitsɯ', 'mv̩']	['mv̩dze', 'kiɲitsɯ', 'mv̩', 'qʰɑdzekiɲitsɯ', 'mv̩', 'sɕiɭɯ', 'kiɲitsɯ', 'mv̩']	-1	0.9814814814814815	[1.0, 1.0, 1.0, 0.631578947368421, 0.0, 0.0, 0.36363636363636365, 0.0, 0.0]	0.443912812333865
njɤ˧ t njɤ˧ le˧ʂv̩˧ɖv̩˧zo˥ no˧ki˧ ʂe˧tsʰɯ˩ɲi˩	njɤ˧  njɤ˧ le˧ʂv̩˧ɖv̩˧zo˥ no˧ ki˧ ʂe˧tsʰɯ˧ɲi˩	njɤ t njɤ leʂv̩ɖv̩zo noki ʂetsʰɯɲi	njɤ  njɤ leʂv̩ɖv̩zo no ki ʂetsʰɯɲi	['njɤ', 't', 'njɤ', 'leʂv̩ɖv̩zo', 'noki', 'ʂetsʰɯɲi']	['njɤ', '', 'njɤ', 'leʂv̩ɖv̩zo', 'no', 'ki', 'ʂetsʰɯɲi']	1	0.9705882352941176	[1.0, 0.0, 1.0, 1.0, 0.6666666666666666, 0.2]	0.6444444444444445
tʰi˩˥ ʈʂʰæ˧ɣɯ˧ki˩hĩ˩ dʑɤ˩˥ mɤ˧dʑo˩	tʰi˩˥ ʈʂʰæ˧ɣɯ˧ki˩hĩ˩ dʑɤ˩˥ mɤ˧dʑo˩	tʰi ʈʂʰæɣɯkihĩ dʑɤ mɤdʑo	tʰi ʈʂʰæɣɯkihĩ dʑɤ mɤdʑo	['tʰi', 'ʈʂʰæɣɯkihĩ', 'dʑɤ', 'mɤdʑo']	['tʰi', 'ʈʂʰæɣɯkihĩ', 'dʑɤ', 'mɤdʑo']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˥mæ˩	wɤ˩˥ le˧tɕɯ˩tɕɯ˩ le˧po˧tsʰɯ˧˥ wɤ˩˥ ɬi˧di˩ tɕʰi˧kv̩˧˥ mæ˩	wɤ letɕɯtɕɯ lepotsʰɯ wɤ ɬidi tɕʰikv̩mæ	wɤ letɕɯtɕɯ lepotsʰɯ wɤ ɬidi tɕʰikv̩ mæ	['wɤ', 'letɕɯtɕɯ', 'lepotsʰɯ', 'wɤ', 'ɬidi', 'tɕʰikv̩mæ']	['wɤ', 'letɕɯtɕɯ', 'lepotsʰɯ', 'wɤ', 'ɬidi', 'tɕʰikv̩', 'mæ']	1	0.987012987012987	[1.0, 1.0, 1.0, 1.0, 1.0, 0.875]	0.9791666666666666
kʰv kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧le˧gv̩˧ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	kʰv̩˧˥ no˧ kʰv̩˩mi˩ʈʂʰɯ˥dʑo˩ njɤ˧ le˧gv̩˧ ʐo˩˥ ɖɯ˧mɤ˧kv̩˧tsɯ˥ mv̩˩	kʰv kʰv̩miʈʂʰɯdʑo njɤlegv̩ ʐo ɖɯmɤkv̩tsɯ mv̩	kʰv̩ no kʰv̩miʈʂʰɯdʑo njɤ legv̩ ʐo ɖɯmɤkv̩tsɯ mv̩	['kʰv', 'kʰv̩miʈʂʰɯdʑo', 'njɤlegv̩', 'ʐo', 'ɖɯmɤkv̩tsɯ', 'mv̩']	['kʰv̩', 'no', 'kʰv̩miʈʂʰɯdʑo', 'njɤ', 'legv̩', 'ʐo', 'ɖɯmɤkv̩tsɯ', 'mv̩']	2	0.946236559139785	[0.8571428571428571, 0.13333333333333333, 0.19047619047619047, 0.0, 0.26666666666666666, 0.0]	0.24126984126984125
wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˧ gv̩˩ dʑɤ˩tsʰo˧ hĩ˧ɻæ˧ki˥	wɤ˩˥ kɯ˧ʈʂʰwɤ˩ ɖɯ˧tɕʰi˩ gv̩˩ dʑɤ˩tsʰo˧hjæ˧ki˧	wɤ kɯʈʂʰwɤ ɖɯtɕʰi gv̩ dʑɤtsʰo hĩɻæki	wɤ kɯʈʂʰwɤ ɖɯtɕʰi gv̩ dʑɤtsʰohjæki	['wɤ', 'kɯʈʂʰwɤ', 'ɖɯtɕʰi', 'gv̩', 'dʑɤtsʰo', 'hĩɻæki']	['wɤ', 'kɯʈʂʰwɤ', 'ɖɯtɕʰi', 'gv̩', 'dʑɤtsʰohjæki']	-1	0.9295774647887324	[1.0, 1.0, 1.0, 1.0, 0.7368421052631579, 0.0]	0.7894736842105263
zo˩no˥ ʈ ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	zo˩no˥ ʈ ʈæ˧bɤ˧ʈʂʰɯ˧dʑo˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ɲi˥ ʈʂʰo˧lɑ˧kv̩˥	zono ʈ ʈæbɤʈʂʰɯdʑo ʈʂʰæɣɯ mɤdʑoɲi ʈʂʰolɑkv̩	zono ʈ ʈæbɤʈʂʰɯdʑo ʈʂʰæɣɯ mɤdʑoɲi ʈʂʰolɑkv̩	['zono', 'ʈ', 'ʈæbɤʈʂʰɯdʑo', 'ʈʂʰæɣɯ', 'mɤdʑoɲi', 'ʈʂʰolɑkv̩']	['zono', 'ʈ', 'ʈæbɤʈʂʰɯdʑo', 'ʈʂʰæɣɯ', 'mɤdʑoɲi', 'ʈʂʰolɑkv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	tʰi˩˥ le˧tɕɤ˧se˥ wɤ˩˥ le˧bv̩˩	tʰi letɕɤse wɤ lebv̩	tʰi letɕɤse wɤ lebv̩	['tʰi', 'letɕɤse', 'wɤ', 'lebv̩']	['tʰi', 'letɕɤse', 'wɤ', 'lebv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tsʰi˧ʝi˧ mo˧ɳɯ˥ tʰv̩˧ʁo˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩ze˥ tʰv̩˧qo˧ mo˧ɳɯ˥ dv̩˩pi˧ gɯ˩ʝi˥ dzɯ˧mɤ˧kv̩˩ze˩ õ	õ˧ʈʂʰɯ˧ne˧ʝi˥dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ mo˧ɳɯ˥ tɕʰɯ˧hĩ˧ mo˧ɳɯ˥ tʰv̩˧v̩˧ tʰv̩˧qwɤ˥ mo˧ɳɯ˥ dv̩˩ze˩ tʰv̩˧qwɤ˥ mo˧ɳɯ˥ ze˩pi˧ gi˩˥ mɤ˧dzɯ˧ mɤ˧kv̩˩ze˩ õ	õʈʂʰɯneʝidʑo tʰi əʝiʂɯʝi moɳɯ tsʰiʝi moɳɯ tʰv̩ʁo tʰv̩qo moɳɯ dv̩ze tʰv̩qo moɳɯ dv̩pi gɯʝi dzɯmɤkv̩ze õ	õʈʂʰɯneʝidʑo tʰi əʝiʂɯʝi moɳɯ tɕʰɯhĩ moɳɯ tʰv̩v̩ tʰv̩qwɤ moɳɯ dv̩ze tʰv̩qwɤ moɳɯ zepi gi mɤdzɯ mɤkv̩ze õ	['õʈʂʰɯneʝidʑo', 'tʰi', 'əʝiʂɯʝi', 'moɳɯ', 'tsʰiʝi', 'moɳɯ', 'tʰv̩ʁo', 'tʰv̩qo', 'moɳɯ', 'dv̩ze', 'tʰv̩qo', 'moɳɯ', 'dv̩pi', 'gɯʝi', 'dzɯmɤkv̩ze', 'õ']	['õʈʂʰɯneʝidʑo', 'tʰi', 'əʝiʂɯʝi', 'moɳɯ', 'tɕʰɯhĩ', 'moɳɯ', 'tʰv̩v̩', 'tʰv̩qwɤ', 'moɳɯ', 'dv̩ze', 'tʰv̩qwɤ', 'moɳɯ', 'zepi', 'gi', 'mɤdzɯ', 'mɤkv̩ze', 'õ']	1	0.8720379146919431	[1.0, 1.0, 1.0, 1.0, 0.46153846153846156, 1.0, 0.6666666666666666, 0.7692307692307693, 1.0, 1.0, 0.7692307692307693, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4, 0.0]	0.7611111111111111
tʰi˩˥ ə˧mi˧ le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	tʰi˩˥ ə˧mi˧ le˧ʂɯ˧ɲi˥ho˩ze˩wɤ˩˥ æ˧ʂæ˧tɑ˩mv̩˩dʑo˩	tʰi əmi leʂɯɲihozewɤ æʂætɑmv̩dʑo	tʰi əmi leʂɯɲihozewɤ æʂætɑmv̩dʑo	['tʰi', 'əmi', 'leʂɯɲihozewɤ', 'æʂætɑmv̩dʑo']	['tʰi', 'əmi', 'leʂɯɲihozewɤ', 'æʂætɑmv̩dʑo']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
əəə… ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ ɖɯ˩kʰv̩˩ mmm… lv̩˩ kʰɯ˩zo˩kv̩˥pi˩	əəə… ʐv̩˧tsʰi˩gv̩˩hɑ̃˩ ɖɯ˧kʰv̩˩  lv̩˧kʰɯ˩zo˩kv̩˩ pi˩	əəə… ʐv̩tsʰigv̩hɑ̃ ɖɯkʰv̩ mmm… lv̩ kʰɯzokv̩pi	əəə… ʐv̩tsʰigv̩hɑ̃ ɖɯkʰv̩  lv̩kʰɯzokv̩ pi	['əəə…', 'ʐv̩tsʰigv̩hɑ̃', 'ɖɯkʰv̩', 'mmm…', 'lv̩', 'kʰɯzokv̩pi']	['əəə…', 'ʐv̩tsʰigv̩hɑ̃', 'ɖɯkʰv̩', '', 'lv̩kʰɯzokv̩', 'pi']	0	0.9302325581395349	[1.0, 1.0, 1.0, 0.0, 0.42857142857142855, 0.3333333333333333]	0.626984126984127
