Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
nɯnɯ pjɯ́wɣtɕɤt khɯ tɕe	nɯnɯ pjɯ́wɣtɕɤt khɯe	['nɯnɯ', 'pjɯ́wɣtɕɤt', 'khɯ', 'tɕe']	['nɯnɯ', 'pjɯ́wɣtɕɤt', 'khɯe']	-1	0.9302325581395349	[1.0, 1.0, 0.8571428571428571, 0.0]	0.7142857142857143
tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕe	tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕe	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕe']	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕendɤre iɕqha nɯ maka ɯʑo ʑo tonɯʑɣɤnɯkon qhe joɕe ɲɯŋu	tɕendɤre iɕqha nɯ maka aʑo ʑo tonɤʑɣɤnɯkonɯ qhe joɕe ɲɯŋu	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'ɯʑo', 'ʑo', 'tonɯʑɣɤnɯkon', 'qhe', 'joɕe', 'ɲɯŋu']	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'aʑo', 'ʑo', 'tonɤʑɣɤnɯkonɯ', 'qhe', 'joɕe', 'ɲɯŋu']	0	0.9557522123893806	[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.88, 1.0, 1.0, 1.0]	0.9546666666666667
tɕendɤre sŋi χsɯsŋi ɲówɣznɤʁaʁ ʑo tɕendɤre 	tɕendɤre li χsɯsŋi ɲɤ́wɣznɤʁaʁ ʑo tɕendɤre	['tɕendɤre', 'sŋi', 'χsɯsŋi', 'ɲówɣznɤʁaʁ', 'ʑo', 'tɕendɤre', '']	['tɕendɤre', 'li', 'χsɯsŋi', 'ɲɤ́wɣznɤʁaʁ', 'ʑo', 'tɕendɤre']	-1	0.9302325581395349	[1.0, 0.4, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0]	0.9012987012987013
ɯjwaʁ nɯra qandzɤjo ɯjwaʁ tsa ɲɯfse	ɯjwaʁ nɯra qandzɤ ɯjo ɯjwaʁ tsa ɲɯfse	['ɯjwaʁ', 'nɯra', 'qandzɤjo', 'ɯjwaʁ', 'tsa', 'ɲɯfse']	['ɯjwaʁ', 'nɯra', 'qandzɤ', 'ɯjo', 'ɯjwaʁ', 'tsa', 'ɲɯfse']	1	0.9722222222222222	[1.0, 1.0, 0.8571428571428571, 0.5, 0.25, 0.25]	0.6428571428571428
ɲɤnɤrɯra ri rcanɯ ɯtɯqanɯ pjɤsɤre ʑo 	ɲɤnɤrɯra ri rcanɯ ɯtɯqa  nɯ pjɤsɤre ʑo	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqanɯ', 'pjɤsɤre', 'ʑo', '']	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqa', '', 'nɯ', 'pjɤsɤre', 'ʑo']	1	0.96	[1.0, 1.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0]	0.5476190476190477
tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣea pɯra toti	tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣea pɯra toti	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣea', 'pɯra', 'toti']	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣea', 'pɯra', 'toti']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ɯqhu nɯ tɕu zdɯm kɯɲaʁ ci luɣi ŋu tɕe	aqhu nɯ tɕ ɯqhu nɯ tɕu zdɯm kɯɲaʁ ci luɣi ŋu tɕe	['ɯqhu', 'nɯ', 'tɕu', 'zdɯm', 'kɯɲaʁ', 'ci', 'luɣi', 'ŋu', 'tɕe']	['aqhu', 'nɯ', 'tɕ', 'ɯqhu', 'nɯ', 'tɕu', 'zdɯm', 'kɯɲaʁ', 'ci', 'luɣi', 'ŋu', 'tɕe']	3	0.8705882352941177	[0.75, 1.0, 0.8, 0.25, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0]	0.34285714285714286
ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjloʁ	ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjloʁ	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjloʁ']	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjloʁ']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤre	chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤre	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤre']	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤre']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕendɤre iɕqha tɤrte ɯkɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯ manɯtɯnɯzdɯɣnɯ kɤmbɣom mɤra ma aʑo aβlu tu toti	tɕendɤre iɕqha tɤrte kɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯmanɯtɯnɯzdɯɣ nɯ kɤmbɣo ma ra ma ʑo aβlu tu toti	['tɕendɤre', 'iɕqha', 'tɤrte', 'ɯkɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯ', 'manɯtɯnɯzdɯɣnɯ', 'kɤmbɣom', 'mɤra', 'ma', 'aʑo', 'aβlu', 'tu', 'toti']	['tɕendɤre', 'iɕqha', 'tɤrte', 'kɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯmanɯtɯnɯzdɯɣ', 'nɯ', 'kɤmbɣo', 'ma', 'ra', 'ma', 'ʑo', 'aβlu', 'tu', 'toti']	1	0.9619047619047619	[1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 0.9230769230769231, 0.6666666666666666, 0.5, 0.4, 0.0, 0.3333333333333333, 0.3333333333333333]	0.7133190883190883
ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ mɤalɤt nɯra toti 	ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ malɤt nɯra toti	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'mɤalɤt', 'nɯra', 'toti', '']	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'malɤt', 'nɯra', 'toti']	-1	0.9736842105263158	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0]	0.98989898989899
ɯβri chɤmar rcanɯ tɕendɤre 	ɯβri chama rcanɯ tɕendɤre	['ɯβri', 'chɤmar', 'rcanɯ', 'tɕendɤre', '']	['ɯβri', 'chama', 'rcanɯ', 'tɕendɤre']	-1	0.9230769230769231	[1.0, 0.7272727272727273, 1.0, 1.0, 1.0]	0.9454545454545454
staʁpɯ nɤki tɯsqar ri ɯcu ɲɯlɤt mɯpɯŋɡrɤl 	staʁpɯ nɤki tɯsqarcu ɲɯlɤtnɯ mɯpɯŋgrɤl	['staʁpɯ', 'nɤki', 'tɯsqar', 'ri', 'ɯcu', 'ɲɯlɤt', 'mɯpɯŋɡrɤl', '']	['staʁpɯ', 'nɤki', 'tɯsqarcu', 'ɲɯlɤtnɯ', 'mɯpɯŋgrɤl']	-3	0.875	[1.0, 1.0, 0.8571428571428571, 0.0, 0.16666666666666666, 0.0, 0.0, 1.0]	0.5029761904761905
χajaŋ nɯ kɯrɯ skɤt ŋu	χaja nɯ kɯrɯskɤt ŋu	['χajaŋ', 'nɯ', 'kɯrɯ', 'skɤt', 'ŋu']	['χaja', 'nɯ', 'kɯrɯskɤt', 'ŋu']	-1	0.95	[0.8888888888888888, 1.0, 0.6666666666666666, 0.0, 0.0]	0.5111111111111111
iʑora tɕe sɤndɤɣ tutinɯ ɕti	iʑora tɕe sɤndɤɣ tutinɯ ɕti	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕti']	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕti']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra 	ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra', '']	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra']	-1	0.9830508474576272	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
kɯɤmtɕoʁ ɯstu nɯ pɯkɤʁndzɤr tɕe 	kɤmtɕoʁ stu nɯ pɯkɤʁndzɤr tɕe	['kɯɤmtɕoʁ', 'ɯstu', 'nɯ', 'pɯkɤʁndzɤr', 'tɕe', '']	['kɤmtɕoʁ', 'stu', 'nɯ', 'pɯkɤʁndzɤr', 'tɕe']	-1	0.9508196721311475	[0.9333333333333333, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0]	0.9650793650793651
akɤnɯzdɯɣ ri kɯtu me tɕe	akɤnɯzdɯɣ ri kɯtu me tɕe	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕe']	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
cai ɯjwaʁ ɯtaʁ ri ɲɯβze ɲɯŋu	ɣɤʑu qhe ʑɯrɯʑɤri	['cai', 'ɯjwaʁ', 'ɯtaʁ', 'ri', 'ɲɯβze', 'ɲɯŋu']	['ɣɤʑu', 'qhe', 'ʑɯrɯʑɤri']	-3	0.2222222222222222	[0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0]	0.027777777777777776
tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯ nɯra toti	tɕendɤre ɯŋga maka kɯtu maŋe nɤ tɯŋga toŋga maŋe nɯ nɯra toti	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɯ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯ', 'nɯra', 'toti']	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɤ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯ', 'nɯra', 'toti']	0	0.9836065573770492	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9583333333333334
tɯrme ɣɯ tɯŋgo ɲɯŋu tɕe	tɯrme ɣɯ tuŋgo ɲɯŋu tɕe	['tɯrme', 'ɣɯ', 'tɯŋgo', 'ɲɯŋu', 'tɕe']	['tɯrme', 'ɣɯ', 'tuŋgo', 'ɲɯŋu', 'tɕe']	0	0.9565217391304348	[1.0, 1.0, 0.8, 1.0, 1.0]	0.96
tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ŋu']	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ŋu']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
wuma ʑo mɯ́jnɯɣɯ mɯ́jnɯɣɯjpa tɕe	wuma ʑo mini ɣɯ mɯj nɯɣɯ jpa tɕe	['wuma', 'ʑo', 'mɯ́jnɯɣɯ', 'mɯ́jnɯɣɯjpa', 'tɕe']	['wuma', 'ʑo', 'mini', 'ɣɯ', 'mɯj', 'nɯɣɯ', 'jpa', 'tɕe']	3	0.84375	[1.0, 1.0, 0.3333333333333333, 0.3076923076923077, 0.0]	0.5282051282051282
rtazga nɯ pjɯ́wɣta ŋu	tazga nɯ pjɯ́wɣta ŋu	['rtazga', 'nɯ', 'pjɯ́wɣta', 'ŋu']	['tazga', 'nɯ', 'pjɯ́wɣta', 'ŋu']	0	0.975609756097561	[0.9090909090909091, 1.0, 1.0, 1.0]	0.9772727272727273
tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'pe']	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'pe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
pɯnɯcinɯ ʑo tɕe nɯ kunaχthɤβ tɕe	pɯnɯcinɯ ʑo tɕe tɕe nɯ kunaχthɤβ tɕe	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕe']	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕe']	1	0.9411764705882353	[1.0, 1.0, 1.0, 0.0, 0.18181818181818182, 0.16666666666666666]	0.5580808080808081
tɤrɤku ra ɣɯmɯrki ra ma me	tɤrɤku ra ɣɯmɯrki ra ma me	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'me']	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'me']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕe li kɯnɯkho joɕe	tɕe li kɯnɯkho joɕe	['tɕe', 'li', 'kɯnɯkho', 'joɕe']	['tɕe', 'li', 'kɯnɯkho', 'joɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ li kɯrɤtsɣe ra nɯrca joɕe tɕe 	iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ ali kɯrɤtsɣe ra nɯrca joɕe tɕe	['iɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', 'li', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe', '']	['iɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', 'ali', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe']	-1	0.9848484848484849	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9846153846153847
ma nɯnɯ zrɯɣ nɯ li saʁnɤt	ma nɯnɯ zrɯɣ nɯ li saʁnɤt	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤt']	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤt']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	nɯnɯnɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	['nɯnɯ', 'nɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋu']	['nɯnɯnɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋu']	-1	0.9879518072289156	[0.6153846153846154, 0.2857142857142857, 0.0, 1.0, 0.18181818181818182, 0.0, 0.0, 0.0]	0.2603646353646354
tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕe']	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
si nɯ apɯndzur qhe 	si nɯ apɯmdzo qhea	['si', 'nɯ', 'apɯndzur', 'qhe', '']	['si', 'nɯ', 'apɯmdzo', 'qhea']	-1	0.8108108108108109	[1.0, 1.0, 0.6666666666666666, 0.8571428571428571, 1.0]	0.9047619047619048
longtou ɯpɤrthɤβ ri nɯro ki ʑo tustunɯ ra	longthu pɤrthɤβ ri nɯroki ʑo tustunɯ ra	['longtou', 'ɯpɤrthɤβ', 'ri', 'nɯro', 'ki', 'ʑo', 'tustunɯ', 'ra']	['longthu', 'pɤrthɤβ', 'ri', 'nɯroki', 'ʑo', 'tustunɯ', 'ra']	-1	0.95	[0.8571428571428571, 0.9333333333333333, 1.0, 0.8, 0.0, 0.0, 0.0, 0.0]	0.4488095238095238
sɯŋgɯ ri kurɤʑi ɕti tɕe 	sɯŋgɯ kurɤʑi ɕti tɕe	['sɯŋgɯ', 'ri', 'kurɤʑi', 'ɕti', 'tɕe', '']	['sɯŋgɯ', 'kurɤʑi', 'ɕti', 'tɕe']	-2	0.9090909090909091	[1.0, 0.5, 0.2222222222222222, 0.3333333333333333, 0.0, 1.0]	0.5092592592592593
χsɯɣjɤn tɤatɕhɯza tɕe tɕendɤre nɯ spjaŋkɯ ɲɯβzea ŋu tɕe	χsɯjɤn ta tɕhɯza tɕe tɕendɤre spjaŋkɯ ɲɯβzea ŋu tɕe	['χsɯɣjɤn', 'tɤatɕhɯza', 'tɕe', 'tɕendɤre', 'nɯ', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕe']	['χsɯjɤn', 'ta', 'tɕhɯza', 'tɕe', 'tɕendɤre', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕe']	0	0.9433962264150944	[0.9230769230769231, 0.36363636363636365, 0.4444444444444444, 0.5454545454545454, 0.2, 1.0, 1.0, 1.0, 1.0]	0.7196235862902529
kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤre']	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤre']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
