Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕ	tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕe	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕ']	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕe']	0	0.9885057471264368	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8]	0.98
tɕendɤre iɕqha nɯ maka ɯʑo ʑo tonɯʑɣɤnɯkon qhe joɕe ɲɯŋ	tɕendɤre iɕqha nɯ maka aʑo ʑo tonɤʑɣɤnɯkonɯ qhe joɕe ɲɯŋu	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'ɯʑo', 'ʑo', 'tonɯʑɣɤnɯkon', 'qhe', 'joɕe', 'ɲɯŋ']	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'aʑo', 'ʑo', 'tonɤʑɣɤnɯkonɯ', 'qhe', 'joɕe', 'ɲɯŋu']	0	0.9464285714285714	[1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.88, 1.0, 1.0, 0.8571428571428571]	0.9403809523809523
tɕendɤre sŋi χsɯsŋi ɲówɣznɤʁaʁ ʑo tɕendɤre	tɕendɤre li χsɯsŋi ɲɤ́wɣznɤʁaʁ ʑo tɕendɤre	['tɕendɤre', 'sŋi', 'χsɯsŋi', 'ɲówɣznɤʁaʁ', 'ʑo', 'tɕendɤre']	['tɕendɤre', 'li', 'χsɯsŋi', 'ɲɤ́wɣznɤʁaʁ', 'ʑo', 'tɕendɤre']	0	0.9411764705882353	[1.0, 0.4, 1.0, 0.9090909090909091, 1.0, 1.0]	0.8848484848484849
ɯjwaʁ nɯra qandzɤjo ɯjwaʁ tsa ɲɯfs	ɯjwaʁ nɯra qandzɤ ɯjo ɯjwaʁ tsa ɲɯfse	['ɯjwaʁ', 'nɯra', 'qandzɤjo', 'ɯjwaʁ', 'tsa', 'ɲɯfs']	['ɯjwaʁ', 'nɯra', 'qandzɤ', 'ɯjo', 'ɯjwaʁ', 'tsa', 'ɲɯfse']	1	0.9577464788732394	[1.0, 1.0, 0.8571428571428571, 0.5, 0.25, 0.2857142857142857]	0.6488095238095238
ɲɤnɤrɯra ri rcanɯ ɯtɯqanɯ pjɤsɤre ʑo	ɲɤnɤrɯra ri rcanɯ ɯtɯqa  nɯ pjɤsɤre ʑo	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqanɯ', 'pjɤsɤre', 'ʑo']	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqa', '', 'nɯ', 'pjɤsɤre', 'ʑo']	2	0.972972972972973	[1.0, 1.0, 1.0, 0.8333333333333334, 0.0, 0.0]	0.6388888888888888
tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣea pɯra tot	tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣea pɯra toti	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣea', 'pɯra', 'tot']	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣea', 'pɯra', 'toti']	0	0.9923664122137404	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571]	0.9880952380952381
ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjlo	ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjloʁ	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjlo']	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjloʁ']	0	0.9841269841269841	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091]	0.9848484848484849
chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤr	chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤre	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤr']	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤre']	0	0.9879518072289156	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9333333333333333]	0.9916666666666667
tɕendɤre iɕqha tɤrte ɯkɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯ manɯtɯnɯzdɯɣnɯ kɤmbɣom mɤra ma aʑo aβlu tu tot	tɕendɤre iɕqha tɤrte kɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯmanɯtɯnɯzdɯɣ nɯ kɤmbɣo ma ra ma ʑo aβlu tu toti	['tɕendɤre', 'iɕqha', 'tɤrte', 'ɯkɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯ', 'manɯtɯnɯzdɯɣnɯ', 'kɤmbɣom', 'mɤra', 'ma', 'aʑo', 'aβlu', 'tu', 'tot']	['tɕendɤre', 'iɕqha', 'tɤrte', 'kɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯmanɯtɯnɯzdɯɣ', 'nɯ', 'kɤmbɣo', 'ma', 'ra', 'ma', 'ʑo', 'aβlu', 'tu', 'toti']	1	0.9569377990430622	[1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 0.9230769230769231, 0.6666666666666666, 0.5, 0.4, 0.0, 0.3333333333333333, 0.4]	0.7170227920227921
ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ mɤalɤt nɯra toti	ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ malɤt nɯra toti	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'mɤalɤt', 'nɯra', 'toti']	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'malɤt', 'nɯra', 'toti']	0	0.9866666666666667	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0]	0.9886363636363636
ɯβri chɤmar rcanɯ tɕendɤre	ɯβri chama rcanɯ tɕendɤre	['ɯβri', 'chɤmar', 'rcanɯ', 'tɕendɤre']	['ɯβri', 'chama', 'rcanɯ', 'tɕendɤre']	0	0.9411764705882353	[1.0, 0.7272727272727273, 1.0, 1.0]	0.9318181818181819
staʁpɯ nɤki tɯsqar ri ɯcu ɲɯlɤt mɯpɯŋɡrɤl	staʁpɯ nɤki tɯsqarcu ɲɯlɤtnɯ mɯpɯŋgrɤl	['staʁpɯ', 'nɤki', 'tɯsqar', 'ri', 'ɯcu', 'ɲɯlɤt', 'mɯpɯŋɡrɤl']	['staʁpɯ', 'nɤki', 'tɯsqarcu', 'ɲɯlɤtnɯ', 'mɯpɯŋgrɤl']	-2	0.8860759493670886	[1.0, 1.0, 0.8571428571428571, 0.0, 0.16666666666666666, 0.0, 0.0]	0.43197278911564624
χajaŋ nɯ kɯrɯ skɤt ŋ	χaja nɯ kɯrɯskɤt ŋu	['χajaŋ', 'nɯ', 'kɯrɯ', 'skɤt', 'ŋ']	['χaja', 'nɯ', 'kɯrɯskɤt', 'ŋu']	-1	0.9230769230769231	[0.8888888888888888, 1.0, 0.6666666666666666, 0.0, 0.0]	0.5111111111111111
iʑora tɕe sɤndɤɣ tutinɯ ɕt	iʑora tɕe sɤndɤɣ tutinɯ ɕti	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕt']	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕti']	0	0.9811320754716981	[1.0, 1.0, 1.0, 1.0, 0.8]	0.96
ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra	ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra']	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
kɯɤmtɕoʁ ɯstu nɯ pɯkɤʁndzɤr tɕe	kɤmtɕoʁ stu nɯ pɯkɤʁndzɤr tɕe	['kɯɤmtɕoʁ', 'ɯstu', 'nɯ', 'pɯkɤʁndzɤr', 'tɕe']	['kɤmtɕoʁ', 'stu', 'nɯ', 'pɯkɤʁndzɤr', 'tɕe']	0	0.9666666666666667	[0.9333333333333333, 0.8571428571428571, 1.0, 1.0, 1.0]	0.9580952380952381
akɤnɯzdɯɣ ri kɯtu me tɕ	akɤnɯzdɯɣ ri kɯtu me tɕe	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕ']	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕe']	0	0.9787234042553191	[1.0, 1.0, 1.0, 1.0, 0.8]	0.96
tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯ nɯra tot	tɕendɤre ɯŋga maka kɯtu maŋe nɤ tɯŋga toŋga maŋe nɯ nɯra toti	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɯ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯ', 'nɯra', 'tot']	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɤ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯ', 'nɯra', 'toti']	0	0.9752066115702479	[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571]	0.9464285714285714
tɯrme ɣɯ tɯŋgo ɲɯŋu tɕ	tɯrme ɣɯ tuŋgo ɲɯŋu tɕe	['tɯrme', 'ɣɯ', 'tɯŋgo', 'ɲɯŋu', 'tɕ']	['tɯrme', 'ɣɯ', 'tuŋgo', 'ɲɯŋu', 'tɕe']	0	0.9333333333333333	[1.0, 1.0, 0.8, 1.0, 0.8]	0.92
tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋ	tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ŋ']	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ŋu']	0	0.9882352941176471	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9583333333333334
wuma ʑo mɯ́jnɯɣɯ mɯ́jnɯɣɯjpa tɕ	wuma ʑo mini ɣɯ mɯj nɯɣɯ jpa tɕe	['wuma', 'ʑo', 'mɯ́jnɯɣɯ', 'mɯ́jnɯɣɯjpa', 'tɕ']	['wuma', 'ʑo', 'mini', 'ɣɯ', 'mɯj', 'nɯɣɯ', 'jpa', 'tɕe']	3	0.8253968253968254	[1.0, 1.0, 0.3333333333333333, 0.3076923076923077, 0.0]	0.5282051282051282
rtazga nɯ pjɯ́wɣta ŋ	tazga nɯ pjɯ́wɣta ŋu	['rtazga', 'nɯ', 'pjɯ́wɣta', 'ŋ']	['tazga', 'nɯ', 'pjɯ́wɣta', 'ŋu']	0	0.95	[0.9090909090909091, 1.0, 1.0, 0.6666666666666666]	0.8939393939393939
tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza p	tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'p']	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'pe']	0	0.9859154929577465	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9523809523809523
pɯnɯcinɯ ʑo tɕe nɯ kunaχthɤβ tɕ	pɯnɯcinɯ ʑo tɕe tɕe nɯ kunaχthɤβ tɕe	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕ']	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕe']	1	0.9253731343283582	[1.0, 1.0, 1.0, 0.0, 0.18181818181818182, 0.18181818181818182]	0.5606060606060606
tɤrɤku ra ɣɯmɯrki ra ma m	tɤrɤku ra ɣɯmɯrki ra ma me	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'm']	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'me']	0	0.9803921568627451	[1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9444444444444444
tɕe li kɯnɯkho joɕ	tɕe li kɯnɯkho joɕe	['tɕe', 'li', 'kɯnɯkho', 'joɕ']	['tɕe', 'li', 'kɯnɯkho', 'joɕe']	0	0.972972972972973	[1.0, 1.0, 1.0, 0.8571428571428571]	0.9642857142857143
iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ li kɯrɤtsɣe ra nɯrca joɕe tɕe	iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ ali kɯrɤtsɣe ra nɯrca joɕe tɕe	['iɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', 'li', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe']	['iɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', 'ali', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe']	0	0.9923664122137404	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9833333333333334
ma nɯnɯ zrɯɣ nɯ li saʁnɤ	ma nɯnɯ zrɯɣ nɯ li saʁnɤt	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤ']	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤt']	0	0.9795918367346939	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091]	0.9848484848484849
nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋ	nɯnɯnɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	['nɯnɯ', 'nɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋ']	['nɯnɯnɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋu']	-1	0.975609756097561	[0.6153846153846154, 0.2857142857142857, 0.0, 1.0, 0.18181818181818182, 0.0, 0.0, 0.0]	0.2603646353646354
tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕ	tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕ']	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕe']	0	0.9850746268656716	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8]	0.9666666666666667
si nɯ apɯndzur qhe	si nɯ apɯmdzo qhea	['si', 'nɯ', 'apɯndzur', 'qhe']	['si', 'nɯ', 'apɯmdzo', 'qhea']	0	0.8333333333333334	[1.0, 1.0, 0.6666666666666666, 0.8571428571428571]	0.8809523809523809
longtou ɯpɤrthɤβ ri nɯro ki ʑo tustunɯ r	longthu pɤrthɤβ ri nɯroki ʑo tustunɯ ra	['longtou', 'ɯpɤrthɤβ', 'ri', 'nɯro', 'ki', 'ʑo', 'tustunɯ', 'r']	['longthu', 'pɤrthɤβ', 'ri', 'nɯroki', 'ʑo', 'tustunɯ', 'ra']	-1	0.9367088607594937	[0.8571428571428571, 0.9333333333333333, 1.0, 0.8, 0.0, 0.0, 0.0, 0.0]	0.4488095238095238
sɯŋgɯ ri kurɤʑi ɕti tɕe	sɯŋgɯ kurɤʑi ɕti tɕe	['sɯŋgɯ', 'ri', 'kurɤʑi', 'ɕti', 'tɕe']	['sɯŋgɯ', 'kurɤʑi', 'ɕti', 'tɕe']	-1	0.9302325581395349	[1.0, 0.5, 0.2222222222222222, 0.3333333333333333, 0.0]	0.4111111111111111
χsɯɣjɤn tɤatɕhɯza tɕe tɕendɤre nɯ spjaŋkɯ ɲɯβzea ŋu tɕ	χsɯjɤn ta tɕhɯza tɕe tɕendɤre spjaŋkɯ ɲɯβzea ŋu tɕe	['χsɯɣjɤn', 'tɤatɕhɯza', 'tɕe', 'tɕendɤre', 'nɯ', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕ']	['χsɯjɤn', 'ta', 'tɕhɯza', 'tɕe', 'tɕendɤre', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕe']	0	0.9333333333333333	[0.9230769230769231, 0.36363636363636365, 0.4444444444444444, 0.5454545454545454, 0.2, 1.0, 1.0, 1.0, 0.8]	0.6974013640680308
kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤr	kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤr']	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤre']	0	0.9811320754716981	[1.0, 1.0, 1.0, 0.9333333333333333]	0.9833333333333334
tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo ɯsɤtɕha nɯ tɕu nɤki yalishan kɤti nɯnɯtɕ	tɕendɤre ʑmbrɯ ɯtaʁ toɕe tɕe nɯ ɕɯŋgɯ ɯʑo sɤtɕha nɯtɕu nɤki yalishan kɤti nɯnɯtɕu	['tɕendɤre', 'ʑmbrɯ', 'ɯtaʁ', 'toɕe', 'tɕe', 'nɯ', 'ɕɯŋgɯ', 'ɯʑo', 'ɯsɤtɕha', 'nɯ', 'tɕu', 'nɤki', 'yalishan', 'kɤti', 'nɯnɯtɕ']	['tɕendɤre', 'ʑmbrɯ', 'ɯtaʁ', 'toɕe', 'tɕe', 'nɯ', 'ɕɯŋgɯ', 'ɯʑo', 'sɤtɕha', 'nɯtɕu', 'nɤki', 'yalishan', 'kɤti', 'nɯnɯtɕu']	-1	0.9815950920245399	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9230769230769231, 0.5714285714285714, 0.0, 0.16666666666666666, 0.16666666666666666, 0.18181818181818182, 0.0]	0.6673104673104673
ɲɤlɤt tɕe tɕendɤre iɕqha nɯ	ɲɤlɤt tɕe tɕendɤre iɕqha nɯ	['ɲɤlɤt', 'tɕe', 'tɕendɤre', 'iɕqha', 'nɯ']	['ɲɤlɤt', 'tɕe', 'tɕendɤre', 'iɕqha', 'nɯ']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
