path	sentence
hist-30-macha_S002.wav	tɕe macha nɯnɯ tɕe nɤki
hist-11-qarGW_S067.wav	laŋlaŋ ɯ-pɯ-fɕɤt-tɕi?
hist-08-BGAtAtAB_S008.wav	yiban nɤkinɯ, ɯ-xso nɯnɯ, kɯmɯxte nɯnɯ, nɤki
hist140517_mogui_de_jing_S131.wav	sudan rɟɤlpu nɯ kɯ nɯ ɯ-khɤjlɤn tɤ-kɤ-βzu nɯra to-stu qhe, 
hist-08-rasti_S005.wav	tɕe rasti nɯnɯ lú-wɣ-ji tɕe, 
hist-05-paR_S024.wav	tɕe nɯtɕu tɕe chɯ-rɤpɯ ɲɯ-ŋu tɕe
hist140510_sanpian_sheye_S044.wav	nɯnɯ ɯ-χti nɯ kɯ wuma ʑo pjɤ-nɯzdɯɣ.
hist140513_shenqi_de_feitan_S080.wav	tɕendɤre lvdian nɯtɕu jó-wɣ-sɤzɣɯt tɕe tɕe huoxin nɯ kɯ maka ʑo nɯ ma mɤ-kɤ-rɯsɯso kɯ nɯɕɯmɯma ʑo, nɤkinɯ, χsɤr tʂaŋka nɯnɯ khrɯtsu kɯβde to-tɕɤt tɕe to-nɯ-χtɯ.
hist-X1slobdpon_S029.wav	nɤki, to-ɣi tɕe nɯ-ʑmbrɯ ɲɤ-χtɤr ʑo ɲɯ-ŋu tɕe, ɯ-zda ra nɯ-phe, nɤki, 
hist140508_shier_ge_tiaowu_de_gongzhu_S193.wav	tɕendɤre iɕqha nɯ, tɤ-tɕɯ nɯ kɯ ɯʑo ɯ-fsu tsa kɯ-zɣɯt kɯ-fse, ɯʑo ɯ-lɯz cho kɯ-naχtɕɯɣ, kɯ-ɤɣɯlɯtshɤt kɯ-fse nɯnɯ to-nɯ-qɤr tɕe nɯnɯ, 
hist-26-NalitCaRmbWm_S004.wav	tɕe nɯnɯ li ɯ-χpi mpɕɤr ʁo ma, nɤkinɯ iɕqha nɯ, iɕqha nɯ
hist140513_mutong_de_disheng_S105.wav	li kɯmaʁ ci chɤ-lɤt tɕe tɕendɤre, nɤki,
hist140427_yuanhou_he_lianggeren_S051.wav	"""kɯki maka thɯci ɕ-tɤ-stu-nɯ ɲɯ-ntshi"" to-ti ɲɯ-ŋu"
hist140501_jingli_tshering_skyid_S087.wav	tɕendɤre ku-rɤʑi-tɕi tɕendɤre, 
hist-12-Zmbroko_S033.wav	iʑora nɯ kɯ-dɯ-dɤn tu-ndza-j mɤ-ŋgrɤl.
hist140507_tangguowu_S093.wav	tɕendɤre kɤndʑɯwɤmɯsnom ni kɯ ɲɤ-nɤmtshɤr-ndʑi
hist-25-qraR_S032.wav	nɯ ɯ-ŋgɯ pjɯl... chɯ-lɤt-nɯ ɲɯ-ŋu.
hist140514_guowang_he_lieying_S073.wav	ɯ-tɯɣ kɯ-tu tɯ-ci nɯ lu-tɕɤt tɕe,
hist140507_jinniao_S111.wav	"""tɤ-nɯzdɯɣ mɤ-ra ma aʑo mɤ-ta-sat, aʑo mɤ-ta-nɯsnɯɲaʁ."" iɕqha nɯ, nɯra to-ti tɕe tɕendɤre,"
hist140519_yeying_S092.wav	"nɯ a-ŋgra ra kɯ-ra me"" to-ti"
hist-12-ndZiNgri_S191.wav	tɕe nɯnɯ pjɯ-ɴɢaʁ tɕe ɯ-χcɤl ri,
hist140507_jinniao_S334.wav	"ɲɤ-sɯ-lɤt tɕe tɕendɤre, nɤkinɯ, iɕqha nɯ, tɕe ""a-rca jɤ-ɣi-ndʑi"" to-ti."
hist-28-smAnmi_S055.wav	"tɕe ""nɯ a-jɤ-ɕe tɕe tɕetha kɤ-zɣɯt mɤ-cha tɕe si ɕti tɕe, "
hist-31-thathor_S010.wav	tɕe nɯnɯ tɕhoma ɣɯ ɯ-mdʑu ŋu
hist-05-khWna_S016.wav	tɕe khɯna nɯnɯ kɯnɤ nɤkinɯ
hist-17-xCAj_S081.wav	ma ɯ-sɤ-dɤn nɯ tɕetu rɯŋgu ŋu.
hist-23-mbrAZWm_S169.wav	ɯnɯnɯ ɲɯ-dɤn khi.
hist-13-NAnWkWmtsWG_S062.wav	tɕe tɯ-jaʁndzu jamar, tɯ-jaʁndzu roro jamar ɲɯ-jpum ɲɯ-cha.
hist140510_sanpian_sheye_S079.wav	"ɯ-rtsho nɯnɯtɕu, nɤkinɯ, ""ɲɯ-sɤlɤɣi-a ra"" ɲɯ-sɯsɤm tɕe tɕendɤre,"
hist-26-tWcipaR_S034.wav	beike nɯ kɯ-fse ɯ-fkɯm ɣɤʑu.
hist-17-ndZWnW_S050.wav	tɯʑɤra pɯ-xtɕi-j tɕe, 
hist140504_baixue_gongzhu_S058.wav	mɤʑɯ, nɤki, ɯ-ŋgɯ nɯtɕu, nɤki, 
hist-08-khWjNga_S030.wav	tɕe khɯjŋga nɯ kɯnɤ ʁnɯ-tɯphu tu
hist-25-akWzgumba_S057.wav	wuma ʑo tɯ-kha cho tɯ-laχtɕha ra sɯ-ɴqhi.
hist-24-ZmbrWpGa_S124.wav	nɯnɯ pɣɤtɕɯ ci ŋu tɕe, stu ʑo xtɕi.
hist-05-qaZo_S121.wav	tɕe nɯra tɕhi tɤ-kɯ-tɯ-tɯt ʑo kɯ-khɯ ŋu ma nɯnɯra
hist-29-tAmtshAzkAkWndo_S076.wav	tɕe nɯnɯ gaoxueya kɯ-fse kɤ-ti maʁ ma,
hist-05-khWna_S018.wav	ʁnɯz jamar ntsɯ, ci ci χsɯm kɯβde ra ɲɯ-lɤt ɲɯ-ŋgrɤl.
hist140506_shizi_he_huichang_huichang_de_bailingniao_S068.wav	"tɕendɤre ""nɤʑo ju-tɯ-ɕe a-sɯm mɯ́j-ɕe ndʐa ŋu"" to-ti."
hist140520_ye_tiane_S357.wav	nɯnɯ tɕe iɕqha ka-tɕɤβ nɯtɕu tɕe, nɯ tɕu ju-ɣɯt-nɯ pjɤ-ra.
hist-19-qachGamWntoR_S046.wav	tɕe nɯnɯ, ma ɯ-jwaʁ kɯ-mbɯ-mba ɕti.
hist140507_tangguowu_S119.wav	nɤki hengsheer nɯ kɯ iɕqha kumpɣa ɣɯ ɯ-jaʁndzu nɯ ku-ɕthɯz pjɤ-ŋu,
hist140516_huli_de_baofu_S028.wav	"""a-pi spjaŋkɯ, wuma tɯ-tɕha kɯ-pe ci jɤ-ɣɯt-a"" to-ti."
hist-22-qAjdo_S016.wav	tɕendɤre tɤrɤku tu-ndze ɕti, si ɯ-mat tu-ndze ŋu.
hist-26-mYaRmtsaR_S100.wav	ɣʑo kɯ-fse kɯ-wxti nɯra rcanɯ, ʑaʑa ʑo kɤ-sat mɤ́-wɣ-sɯxcha ma ɯʑo ɲɯ-xtɕi
hist-31-thathor_S031.wav	tɕe nɯ kɯ-fse ɲɯ-ŋu.
hist140520_xiaoyida_de_huar_S007.wav	nɯnɯ slama ci pjɤ-tu tɕe, nɯ ɯ-ɕki to-ti.
hist140508_shier_ge_tiaowu_de_gongzhu_S196.wav	tɕe nɯnɯ ɯ-rʑaβ pjɤ-nɯmto tu-kɯ-ti ɲɯ-ŋu.
hist-28-smAnmi_S081.wav	kɯɕɯŋgɯ tɕe nɯnɯ ma /nɯ/ nɯ-mtshɯntɕha pjɤ-me.
hist-18-NGolo_S051.wav	tɕe nɯ ɯ-χcɤl nɯnɯ nɯ kɯ-fse, ɯ-qa ɲɯ-βze ŋu tɕe,
hist-30-tAsno_S002.wav	ʁnɯ-tɯphu tu tɕe, tɤ-sno nɯnɯ, nɤki, 
hist-28-qAjdo_S071.wav	tɕheme nɯ kɯ, tɤ-rɤŋgat-nɯ tɕe, rŋɯl qhoʁqhoʁ ci to-ndo pjɤ-tu qhe,
hist-21-jmAGni_S053.wav	nɯreri ɲɯ-fka ŋu. 
hist-26-tChWra_S005.wav	kɯmŋu-zɯm kɯtʂɤ-zɯm jamar kɯ-xtɕhɯt tu tɕe nɯnɯ,
hist-30-Com_S029.wav	qraʁ chɯ́-wɣ-sɯ-lɤt ɲɯ-khɯ.
hist-22-BlamajmAG_S018.wav	pjɯ-ɴɢaʁ tɕe tɕendɤre, nɤkinɯ, ɯ-χpoʁ nɯ, nɤki, 
hist140517_roko_S012.wav	kɯ-rko tsa ɲɯ-ŋu.
hist140520_ye_tiane_S214.wav	nɤ-pi ɣɯ nɯ-sni ʑo kɤ-kɤ-sɤtsa fse tɕe, 
hist-25-rtChWRjW_S058.wav	tɕeri ɯ-rme nɯ kɯ-ndɯ-ndɯβ ʑo ɲɯ-ɕti tɕe,
hist140511_qajdo_kW_qandzxe_tundze_S016.wav	ma nɯ tu-ste tu-ndze ŋgrɤl.
hist-21-mdzadi_S021.wav	tɕe tɯ-ɣjɤn tɤ-kɤ-ndza nɯ tɯ-sŋi tɯ-rʑaʁ jamar rɤʑa ɕti.
hist-27-tWfCAl_S138.wav	ri nɯ fse chɯ-kɯ-ɬoʁ nɯ ndɤ tɕhindʐa ŋu mɤxsi ma
hist-17-thowum_S046.wav	tɕe nɤkinɯ, ɯ-ŋgɯ ɯ-rqhu kɯ-jaʁ kɯ-fse nɯra mbraj cho naχtɕɯɣ.
hist140510_sanpian_yumao_S116.wav	"tɕe nɯnɯ ɣɯ ɯ-jɤ-kɯ-ɣɯt nɯ kɯ rɟɤlpu a-thɯ-ndɤm"" to-ti-nɯ."
hist140513_abide_he_mogui_S018.wav	tɕe nɯ sɤznɤ, nɯnɯ mɤ-kɯ-stu ra ɣɯ, nɯnɯ pjɯ-znɯtɕhɤl tɕe nɤki iɕqha,
hist140505_liuhaohan_zoubian_tianxia_S188.wav	tɕendɤre ri, ku-rtoʁ tɕe ɯ-tɯ-ci nɯra pjɤ́-wɣ-lwoʁ tɕe kɯ-tu pjɤ-me qhe, 
hist140519_yeying_S200.wav	ɬɤndʐi nɯnɯ, iɕqha nɯ, a-sɯmpa tɕe, kɯ-me ɲɤ-tɯ-sɤβzu-t tɕe,
hist-07-Zmbri_S032.wav	tɕe nɯ ɯ-ku kɯ-me kɤ-ti ɲɯ-ŋu.
hist-25-akWzgumba_S030.wav	kɯ-xtɕɯ-xtɕi ʑi ɲɯ-saχsɤl.
hist-05-paR_S002.wav	ŋkhorwapa tɕe, thamtham xiangxia tɕe
hist-31-RlWm_S002.wav	tɯthɯ ɯ-ŋgɯ tɕe nɯ-kɯ-xtsu, 
hist140512_alibaba_S251.wav	maka ɯ-mbrɯ ɯ-tɯ-ŋgɯ, ɯ-tɯ-mu pjɤ-sɤre ʑo.
hist-18-qromJoR_S029.wav	ɯ-tɯ-ɬoʁ ɯ-tshɯɣa ɯ-tɯ-ɤɣɯrtɯrtaʁ ɯ-tshɯɣa nɯra nɯ ɲɯ-fse 
hist-27-qartshAz_S138.wav	qartshaz phu nɯ kɯ tɤ-mu nɯra ku-fskɤr nɤ ku-fskɤr tɕe
hist140504_huiguniang_S120.wav	tɕendɤre ɕɤχcɤl ɯ-qhu jamar tɕe tɕendɤre
hist140430_lang_he_qizhi_xiaoshanyang_S065.wav	tɕendɤre spjaŋkɯ nɯ li /tɤpɤtso/ nɤki, tshɯtho ra nɯ-kha nɯ tɕu jo-ɕe tɕe,
hist140428_mtshalu_kAsAla_S016.wav	tɕe tɯ-ci kɤ-kɤ-ta nɯ tɤ-ala tɕe, tɕe tɤ-kɯ-ɤla nɯ ɯ-ŋgɯ nɯ tɕu,
hist-11-paRzwamWntoR_S125.wav	nɤki, ɲɯ-ɤɲaʁndzɯm kɯ-fse ma wuma ʑo sthɯci mɯ-ɲɯ-ɤrŋi.
hist140511_yiqianlingyiye_yinzi_S055.wav	nɯ ɯ-fsomɯr tɕe, nɯ ɯ-fsomɯr tɕe, tɕe tɯ-rʑaʁ sɤznɤ tɯ-rʑaʁ ʑo ɯ-χpi kɯ-mpɕɤr ntsɯ pjɤ-fɕɤt tɕe,
hist140428_yonggan_de_xiaocaifeng_S140.wav	tɕendɤre tɤpɤtso nɯ ɲɤ-nɤkhu tɕe, nɤkinɯ,
hist-X1slobdpon_S342.wav	kɯ-mɤku nɯ sɤtɕha kɯ-kɯ-sɤscit ʑo jo-tsɯm ɲɯ-ŋu ri 
hist140520_xiaoyida_de_huar_S024.wav	"tɕendɤre iɕqha, mɯntoʁ iɕqha, chuju kɯ-fse lo, lanling kɯ-fse kɯ-rmi mɯntoʁ nɯnɯra, mɤʑɯ nɤʑɯɣ nɤ-mɯntoʁ nɯra kɯnɤ, li mɤ-tɯ-tso ndʐa ɕti ma, ju-ɕe-nɯ ɕti."" nɯra to-ti."
hist-28-smAnmi_S321.wav	ɯ-taʁ /pɣɤmbɣi/ pɣɤmbri ri ɲcɣɤnɤɲcɣɤt ɲɯ-pa tɕe, 
hist140514_huishuohua_de_niao_S149.wav	kɯki pjɯrɯ kɯki aʑɯɣ, nɤkinɯ, a-laχtɕha stu kɯ-mna ŋu tɕe,
hist-27-tApGi_S016.wav	nɯ-jaʁ ɯ-ŋgɯ ri, tɤɕi ɯ-rdoʁ tu-ndo-nɯ.
hist-03-zhenzhuquan2_S052.wav	nɯ ndʐa ɲɯ-ŋu rcama,
hist-27-tWCGArgu_S017.wav	ʑaʑa qhe, wushisui jamar,
hist140428_yonggan_de_xiaocaifeng_S027.wav	iɕqha nɯ to-stu (cataphoric)
hist-31-deluge_S047.wav	sɲikuku ʑo tɕe tɯ-mɯ nɤmkha nɯtɕu, qro χsɯm pjɯ-ɣi-nɯ.
hist-27-tWfCAl_S136.wav	tɯ-ɕna kɤ́-wɣ-nɯ-rpu tɕe tɤ-se chɯ-kɯ-ɬoʁ ci tu.
hist-07-deluge_S093.wav	tɕeri tɤtɕɯ nɯ kɯ tɕe, nɤkinɯ,
hist140515_huli_he_yuelv_S075.wav	pjɤ-qlɯt pjɤ-cha, tɕe nɯnɯ ɯ-ru nɯnɯ ɲɤ-tɕɤt pjɤ-cha ri,
hist-16-RlWmsWsi_S149.wav	ɯ-βri nɯnɯ rcanɯ, ɯ-mat rbɯɣrbɯɣ ʑo tu-ndzoʁ ŋu.  (ideoph)
hist140428_mtshalu_kAsAla_S044.wav	tɕe nɯ kɯ-fse kú-wɣ-tshi ŋu tɕe,
hist-28-kWpAz_S055.wav	tɕe tɤ-mthɯm kɯnɤ, nɤki, kɤ-ta mɯ́j-khɯ ma nɯ kɯ-fse qajɯ ʁnɯ-tɯphu nɯ ɲɯ-βze qhe,
hist-11-paRzwamWntoR_S107.wav	tɕe tɤru, tɤru kɤ-ti ci tu tɕe, 
hist-12-Zmbroko_S007.wav	ma nɯnɯ ʑmbroko nɯnɯ,
hist-23-mbrAZWm_S081.wav	cɤjmɤɣ kɤ-ti nɯnɯ, nɤkinɯ, kupa kɯ zhangzijun tu-ti ŋu.
hist-28-qAjdo_S016.wav	pot ɣɯ laχtɕha pjɯ-ɣɯt-a tɕe, rɟa zɯ ɕ-pjɯ-ntsɣe-a.
hist-19-khWlu_S042.wav	ʑmbraʁlaʁli nɯ tha-βzu ɕɯmɯma nɯ kɯ-ɤrŋi ŋu,
hist140520_ye_tiane_S082.wav	tɕeri koŋla ʑo ɲɤ-sɤŋo ri, tɤ-zgra ci pjɤ-tu.
hist140516_zaixiang_he_candou_S002.wav	stoʁ nɯnɯ, candou pjɤ-rmi ri, tɕe iʑora nɯ me tɕe, stoʁ tu-kɯ-ti.
hist140514_xizajiang_he_lifashi_S032.wav	rɟɤlpu nɯ kɯ pa-mto tɕe, nɯra ɯ-mdoʁ ɯ-tɯ-mpɕɤr ɯ-tɯ-pe pjɤ-sɤre ʑo tɕe tɕendɤre, nɤkinɯ,
hist140519_chou_xiaoya_S066.wav	tɕe kɯki yazi ɯ-pɯ kɯ-sɤjloʁ nɯnɯ wuma ʑo ɲɤ-mu,
hist140504_baixue_gongzhu_S031.wav	tɕe li tɯ-sŋi sɤz tɯ-sŋi chɯ-mpɕɤr pjɤ-ŋu.
hist140522_Kamnyu_zgo_S152.wav	tɕe nɯtɕu kɯ-lɤɣ tu-kɯ-ɕe pɯ-ŋu
hist-09-mi_S039.wav	taʁrɤt hanɯni pjɯβzunɯ ma nɯma mɯpɯsna
hist140517_buai_shuohua_de_gongzhu_S130.wav	tɕe tɯrme ra nɯ-rca kɤ-nɤrɤɟaʁ kɯnɤ ɯ-ʁjiz kɯ-ɣi ɲɤ-sɤpa kɤ-ti ɲɯ-ŋu
hist140512_fushang_he_yaomo_S046.wav	tɕe tɤ-wɯ nɯ ko-rɤʑi tɕe tó-wɣ-qur pjɤ-ŋu.
hist140430_yufu_he_tade_qizi_S057.wav	tɕendɤre ɯ-fso tɯmtɕi tɕe tɕe, ndɤre, iɕqha nɯ,
hist140501_jingli_tshering_skyid_S121.wav	thamtham a-χti tɕhimi waŋldɤn nɯ kɤ-nɯfse-t-a.
hist140519_mai_huochai_de_xiaonvhai_S105.wav	nɯ ɯ-pa nɯtɕu pjɤ-k-ɤmdzɯ-ci kɯ-fse qhe, 
hist-05-paR_S087.wav	paʁ ɣɯ ɕa kɯ-mɯm ɯ-stu ʑo nɯ ɲɯ-phɯt-nɯ  pjɯ-rɤkrɯ-nɯ tɕe
hist-X1-tWJo_S037.wav	"""ɣa"" to-ti tɕe"
hist-24-qro_S021.wav	qro nɯnɯ nɤkinɯ, qro ɣɯ ɯ-ɕa, ɯ-se nɯra
hist-X1-qachGa_S143.wav	lo-ɕe-nɯ ɲɯ-ŋu tɕe tɕeri,
hist140506_woju_guniang_S066.wav	tɕhemɤpɯ kɯ-mpɕɯ-mpɕɤr ci chɤ-k-ɤβzu-ci.
hist140522_Kamnyu_zgo_S163.wav	nɯnɯ ɣzɯku tɕe, nɯtɕu fsaŋ pjɯ́-wɣ-ta ra ŋgrɤl.
hist-24-kWmu_S066.wav	ma ɯ-jme nɯra kɯ-zɯ-zri ʑo ŋu.
hist140512_alibaba_S078.wav	tɕendɤre geximu nɯ rcanɯ, wuma ʑo kɯ-nɯrɟɯrŋom ci pjɤ-ɕti tɕe,
hist140522_RdWrJAt_S088.wav	tɕe nɯnɯra, nɯ-mat ra wuma ʑo pe.
hist140515_jiesu_de_laoren_S017.wav	tɕhi mɯ-ta-spa ŋu mɤ-kɯ-saχsɤl ʑo nɯ to-ʑɣɤnɤmqe.
hist-30-Com_S102.wav	zaŋ nɯnɯ tɕhoma ɯ-kɯ-βzu me
hist140516_huli_de_baofu_S107.wav	tɯmbri ci ɲɯ-ɕar-a qhe, tɕe nɯnɯ pjɯ-ɕɯɴqoʁ-a qhe, 
hist-26-mYaRmtsaR_S001.wav	mɲaʁmtsaʁ kɤ-ti ci tu
hist-27-tWfCAl_S105.wav	tɕendɤre lɤ-nɯtsɯm-nɯ ɲɯ-ntshi to-ti-nɯ matɕi, 
hist140519_yeying_S146.wav	tɕendɤre rɟɤlpu chondɤre rɟɤβlun nɯra, chondɤre zhongguo tɯrme nɯnɯra kɯ, nɯnɯ iɕqha nɯ,
hist140518_jinyin_chengbao_S086.wav	tɕe nɯnɯ li wuma ʑo pjɤ-wxti.
