Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
nɯnɯ pjɯ́wɣtɕɤt khɯ tɕe	nɯnɯ pjɯ́wɣtɕɤt khɯ tɕe	['nɯnɯ', 'pjɯ́wɣtɕɤt', 'khɯ', 'tɕe']	['nɯnɯ', 'pjɯ́wɣtɕɤt', 'khɯ', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕe	tɕe nɯnɯ ɣɯ ɯjwaʁ nɯ rʁɤβrʁɤβ kɯpa ci ŋu tɕe	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕe']	['tɕe', 'nɯnɯ', 'ɣɯ', 'ɯjwaʁ', 'nɯ', 'rʁɤβrʁɤβ', 'kɯpa', 'ci', 'ŋu', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕendɤre iɕqha nɯ maka ɯʑo ʑo tonɯʑɣɤnɯkon qhe joɕe ɲɯŋu	tɕendɤre iɕqha nɯ maka ɯʑo ʑo tonɯʑɣɤnɯkonɯ qhe joɕe ɲɯŋu	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'ɯʑo', 'ʑo', 'tonɯʑɣɤnɯkon', 'qhe', 'joɕe', 'ɲɯŋu']	['tɕendɤre', 'iɕqha', 'nɯ', 'maka', 'ɯʑo', 'ʑo', 'tonɯʑɣɤnɯkonɯ', 'qhe', 'joɕe', 'ɲɯŋu']	0	0.9911504424778761	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96, 1.0, 1.0, 1.0]	0.996
tɕendɤre sŋi χsɯsŋi ɲówɣznɤʁaʁ ʑo tɕendɤre 	tɕendɤre li χsɯsŋi ɲɤ́wɣznɤʁaʁ ʑo tɕe tɕendɤre	['tɕendɤre', 'sŋi', 'χsɯsŋi', 'ɲówɣznɤʁaʁ', 'ʑo', 'tɕendɤre', '']	['tɕendɤre', 'li', 'χsɯsŋi', 'ɲɤ́wɣznɤʁaʁ', 'ʑo', 'tɕe', 'tɕendɤre']	0	0.8888888888888888	[1.0, 0.4, 1.0, 0.9090909090909091, 1.0, 0.5454545454545454, 0.0]	0.6935064935064935
ɯjwaʁ nɯra qandzɤjo ɯjwaʁ tsa ɲɯfse	ɯjwaʁ nɯra qandzɤ jo ɯjwaʁ tsa ɲɯfse	['ɯjwaʁ', 'nɯra', 'qandzɤjo', 'ɯjwaʁ', 'tsa', 'ɲɯfse']	['ɯjwaʁ', 'nɯra', 'qandzɤ', 'jo', 'ɯjwaʁ', 'tsa', 'ɲɯfse']	1	0.9859154929577465	[1.0, 1.0, 0.8571428571428571, 0.2857142857142857, 0.25, 0.25]	0.6071428571428571
ɲɤnɤrɯra ri rcanɯ ɯtɯqanɯ pjɤsɤre ʑo 	ɲɤnɤrɯra ri rcanɯ ɯtɯqa nɯ pjɤsɤre ʑo	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqanɯ', 'pjɤsɤre', 'ʑo', '']	['ɲɤnɤrɯra', 'ri', 'rcanɯ', 'ɯtɯqa', 'nɯ', 'pjɤsɤre', 'ʑo']	0	0.972972972972973	[1.0, 1.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0]	0.5476190476190477
tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣea pɯra toti	tɕendɤre nɤkinɯ tɕe nɯra pɯfse nɯra pɯraŋ tɕe kɯre jɤɣia pɯra toti	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣea', 'pɯra', 'toti']	['tɕendɤre', 'nɤkinɯ', 'tɕe', 'nɯra', 'pɯfse', 'nɯra', 'pɯraŋ', 'tɕe', 'kɯre', 'jɤɣia', 'pɯra', 'toti']	0	0.9848484848484849	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0]	0.9833333333333334
ɯqhu nɯ tɕu zdɯm kɯɲaʁ ci luɣi ŋu tɕe	aqhu nɯtɕu ɯqhu nɯ tɕu zdɯm kɯɲaʁ ci luɣi ŋu tɕe	['ɯqhu', 'nɯ', 'tɕu', 'zdɯm', 'kɯɲaʁ', 'ci', 'luɣi', 'ŋu', 'tɕe']	['aqhu', 'nɯtɕu', 'ɯqhu', 'nɯ', 'tɕu', 'zdɯm', 'kɯɲaʁ', 'ci', 'luɣi', 'ŋu', 'tɕe']	2	0.8705882352941177	[0.75, 0.5714285714285714, 0.2857142857142857, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]	0.2156084656084656
ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjloʁ	ɯmɯntoʁ wuma ʑo mpɕɤr ɯdi sɤjloʁ	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjloʁ']	['ɯmɯntoʁ', 'wuma', 'ʑo', 'mpɕɤr', 'ɯdi', 'sɤjloʁ']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤre	chɯtɯt tɕe tɕe nɯnɯ thɯtɯt ri tɕe tɕendɤre	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤre']	['chɯtɯt', 'tɕe', 'tɕe', 'nɯnɯ', 'thɯtɯt', 'ri', 'tɕe', 'tɕendɤre']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕendɤre iɕqha tɤrte ɯkɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯ manɯtɯnɯzdɯɣnɯ kɤmbɣom mɤra ma aʑo aβlu tu toti	tɕendɤre iɕqha tɤrte ɯkɯnɤrte tɯrme nɯ kɯ wo mɤʁdɯɣ manɯtɯ manɯtɯnɯzdɯɣ nɯ kɤmbɣo mɤra ma aʑo aβlu tu toti	['tɕendɤre', 'iɕqha', 'tɤrte', 'ɯkɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯ', 'manɯtɯnɯzdɯɣnɯ', 'kɤmbɣom', 'mɤra', 'ma', 'aʑo', 'aβlu', 'tu', 'toti']	['tɕendɤre', 'iɕqha', 'tɤrte', 'ɯkɯnɤrte', 'tɯrme', 'nɯ', 'kɯ', 'wo', 'mɤʁdɯɣ', 'manɯtɯ', 'manɯtɯnɯzdɯɣ', 'nɯ', 'kɤmbɣo', 'mɤra', 'ma', 'aʑo', 'aβlu', 'tu', 'toti']	1	0.9905660377358491	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9230769230769231, 0.0, 0.2, 0.6666666666666666, 0.4, 0.2857142857142857, 0.3333333333333333, 0.3333333333333333]	0.7301180301180301
ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ mɤalɤt nɯra toti 	ɯŋgɯ lɤɣi jɤɣ ma sɤcɯ malɤt nɯra toti	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'mɤalɤt', 'nɯra', 'toti', '']	['ɯŋgɯ', 'lɤɣi', 'jɤɣ', 'ma', 'sɤcɯ', 'malɤt', 'nɯra', 'toti']	-1	0.9736842105263158	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0]	0.98989898989899
ɯβri chɤmar rcanɯ tɕendɤre 	ɯβri chɤma rcanɯ tɕendɤre	['ɯβri', 'chɤmar', 'rcanɯ', 'tɕendɤre', '']	['ɯβri', 'chɤma', 'rcanɯ', 'tɕendɤre']	-1	0.9615384615384616	[1.0, 0.9090909090909091, 1.0, 1.0, 1.0]	0.9818181818181818
staʁpɯ nɤki tɯsqar ri ɯcu ɲɯlɤt mɯpɯŋɡrɤl 	staχpɯ nɤdɯsqaricu ɲɯlɤtn mɯpɯŋgrɤl	['staʁpɯ', 'nɤki', 'tɯsqar', 'ri', 'ɯcu', 'ɲɯlɤt', 'mɯpɯŋɡrɤl', '']	['staχpɯ', 'nɤdɯsqaricu', 'ɲɯlɤtn', 'mɯpɯŋgrɤl']	-4	0.8051948051948052	[0.8333333333333334, 0.4, 0.16666666666666666, 0.18181818181818182, 0.0, 0.0, 0.0, 1.0]	0.32272727272727275
χajaŋ nɯ kɯrɯ skɤt ŋu	χajaŋ nɯ kɯrɯskɤt ŋu	['χajaŋ', 'nɯ', 'kɯrɯ', 'skɤt', 'ŋu']	['χajaŋ', 'nɯ', 'kɯrɯskɤt', 'ŋu']	-1	0.975609756097561	[1.0, 1.0, 0.6666666666666666, 0.0, 0.0]	0.5333333333333333
iʑora tɕe sɤndɤɣ tutinɯ ɕti	iʑora tɕe sɤndɤɣ tutinɯ ɕti	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕti']	['iʑora', 'tɕe', 'sɤndɤɣ', 'tutinɯ', 'ɕti']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra 	ɕɤrzaŋ nɯra chɯβzunɯ tɕe nɯra	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra', '']	['ɕɤrzaŋ', 'nɯra', 'chɯβzunɯ', 'tɕe', 'nɯra']	-1	0.9830508474576272	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
kɯɤmtɕoʁ ɯstu nɯ pɯkɤʁndzɤr tɕe 	ɯkɯɤmtɕoʁ stu nɯ pɯkaʁndzɤr tɕe	['kɯɤmtɕoʁ', 'ɯstu', 'nɯ', 'pɯkɤʁndzɤr', 'tɕe', '']	['ɯkɯɤmtɕoʁ', 'stu', 'nɯ', 'pɯkaʁndzɤr', 'tɕe']	-1	0.9206349206349206	[0.9411764705882353, 0.8571428571428571, 1.0, 0.9, 1.0, 1.0]	0.949719887955182
akɤnɯzdɯɣ ri kɯtu me tɕe	akɤnɯzdɯɣ ri kɯtu me tɕe	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕe']	['akɤnɯzdɯɣ', 'ri', 'kɯtu', 'me', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
cai ɯjwaʁ ɯtaʁ ri ɲɯβze ɲɯŋu	bɣɤʑu qhe ʑɯrɯʑɤri	['cai', 'ɯjwaʁ', 'ɯtaʁ', 'ri', 'ɲɯβze', 'ɲɯŋu']	['bɣɤʑu', 'qhe', 'ʑɯrɯʑɤri']	-3	0.21739130434782608	[0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0]	0.027777777777777776
tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯ nɯra toti	tɕendɤre ɯŋga maka kɯtu maŋe nɯ tɯŋga toŋga maŋe nɯnɯra toti	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɯ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯ', 'nɯra', 'toti']	['tɕendɤre', 'ɯŋga', 'maka', 'kɯtu', 'maŋe', 'nɯ', 'tɯŋga', 'toŋga', 'maŋe', 'nɯnɯra', 'toti']	-1	0.9917355371900827	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0]	0.7916666666666666
tɯrme ɣɯ tɯŋgo ɲɯŋu tɕe	tɯrme ɣɯ tuŋgo ɲɯŋu tɕe	['tɯrme', 'ɣɯ', 'tɯŋgo', 'ɲɯŋu', 'tɕe']	['tɯrme', 'ɣɯ', 'tuŋgo', 'ɲɯŋu', 'tɕe']	0	0.9565217391304348	[1.0, 1.0, 0.8, 1.0, 1.0]	0.96
tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ŋu	tɕe toŋ ɲɯfse tɕe núndʐa toŋphɯl tukɯti ɲɯŋu	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ŋu']	['tɕe', 'toŋ', 'ɲɯfse', 'tɕe', 'núndʐa', 'toŋphɯl', 'tukɯti', 'ɲɯŋu']	0	0.9772727272727273	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666]	0.9583333333333334
wuma ʑo mɯ́jnɯɣɯ mɯ́jnɯɣɯjpa tɕe	wuma ʑo mɯ́jnɯ ɣɯ mɯ́jnɯɣɯjpa tɕe	['wuma', 'ʑo', 'mɯ́jnɯɣɯ', 'mɯ́jnɯɣɯjpa', 'tɕe']	['wuma', 'ʑo', 'mɯ́jnɯ', 'ɣɯ', 'mɯ́jnɯɣɯjpa', 'tɕe']	1	0.9846153846153847	[1.0, 1.0, 0.8571428571428571, 0.3076923076923077, 0.0]	0.6329670329670329
rtazga nɯ pjɯ́wɣta ŋu	ɤzga nɯ pjɯ́wɣta ŋu	['rtazga', 'nɯ', 'pjɯ́wɣta', 'ŋu']	['ɤzga', 'nɯ', 'pjɯ́wɣta', 'ŋu']	0	0.9	[0.6, 1.0, 1.0, 1.0]	0.9
tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	tɕe ma nɤkinɯ ɯru nɯnɯ fsapaʁndza pe	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'pe']	['tɕe', 'ma', 'nɤkinɯ', 'ɯru', 'nɯnɯ', 'fsapaʁndza', 'pe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
pɯnɯcinɯ ʑo tɕe nɯ kunaχthɤβ tɕe	pɯnɯcinɯ ʑo tɕe tɕe nɯ kunaχthɤβ tɕe	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕe']	['pɯnɯcinɯ', 'ʑo', 'tɕe', 'tɕe', 'nɯ', 'kunaχthɤβ', 'tɕe']	1	0.9411764705882353	[1.0, 1.0, 1.0, 0.0, 0.18181818181818182, 0.16666666666666666]	0.5580808080808081
tɤrɤku ra ɣɯmɯrki ra ma me	tɤrɤku ra ɣɯmɯrki ra ma me	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'me']	['tɤrɤku', 'ra', 'ɣɯmɯrki', 'ra', 'ma', 'me']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tɕe li kɯnɯkho joɕe	tɕe li kɯnɯkho joɕe	['tɕe', 'li', 'kɯnɯkho', 'joɕe']	['tɕe', 'li', 'kɯnɯkho', 'joɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
iɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ li kɯrɤtsɣe ra nɯrca joɕe tɕe 	ɕqha tɤtɕɯ tɯlɤt nɯnɯ nɤkinɯ kɯmaʁ  li kɯrɤtsɣe ra nɯrca joɕe tɕe	['iɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', 'li', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe', '']	['ɕqha', 'tɤtɕɯ', 'tɯlɤt', 'nɯnɯ', 'nɤkinɯ', 'kɯmaʁ', '', 'li', 'kɯrɤtsɣe', 'ra', 'nɯrca', 'joɕe', 'tɕe']	0	0.9770992366412213	[0.8888888888888888, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.2, 0.5714285714285714, 0.0, 0.5714285714285714, 0.0]	0.5562881562881563
ma nɯnɯ zrɯɣ nɯ li saʁnɤt	ma nɯnɯ zrɯɣ nɯ li saʁnɤt	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤt']	['ma', 'nɯnɯ', 'zrɯɣ', 'nɯ', 'li', 'saʁnɤt']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	nɯnɯ nɯɬoʁ ʑo tɕe tɕe tukɯnɯna pjɤjɤɣ ɲɯŋu	['nɯnɯ', 'nɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋu']	['nɯnɯ', 'nɯɬoʁ', 'ʑo', 'tɕe', 'tɕe', 'tukɯnɯna', 'pjɤjɤɣ', 'ɲɯŋu']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	tuʁndi pjɯsat nɯra ɲɯŋgrɤl tɕe tɕe	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕe']	['tuʁndi', 'pjɯsat', 'nɯra', 'ɲɯŋgrɤl', 'tɕe', 'tɕe']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
si nɯ apɯndzur qhe 	si nɯ apɯmdzu qhe ki	['si', 'nɯ', 'apɯndzur', 'qhe', '']	['si', 'nɯ', 'apɯmdzu', 'qhe', 'ki']	0	0.8717948717948718	[1.0, 1.0, 0.8, 1.0, 0.0]	0.76
longtou ɯpɤrthɤβ ri nɯro ki ʑo tustunɯ ra	noŋthɯɣ pɤrthɤβ ri nɯro ki ʑo tustunɯ ra	['longtou', 'ɯpɤrthɤβ', 'ri', 'nɯro', 'ki', 'ʑo', 'tustunɯ', 'ra']	['noŋthɯɣ', 'pɤrthɤβ', 'ri', 'nɯro', 'ki', 'ʑo', 'tustunɯ', 'ra']	0	0.8641975308641975	[0.2857142857142857, 0.9333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9023809523809524
sɯŋgɯ ri kurɤʑi ɕti tɕe 	sɯŋgɯ ri kurɤʑi ɕti tɕe	['sɯŋgɯ', 'ri', 'kurɤʑi', 'ɕti', 'tɕe', '']	['sɯŋgɯ', 'ri', 'kurɤʑi', 'ɕti', 'tɕe']	-1	0.9787234042553191	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
χsɯɣjɤn tɤatɕhɯza tɕe tɕendɤre nɯ spjaŋkɯ ɲɯβzea ŋu tɕe	χsɯɣjɤn tatɕhɯza tɕe tɕendɤre spjaŋkɯ ɲɯβzea ŋu tɕe	['χsɯɣjɤn', 'tɤatɕhɯza', 'tɕe', 'tɕendɤre', 'nɯ', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕe']	['χsɯɣjɤn', 'tatɕhɯza', 'tɕe', 'tɕendɤre', 'spjaŋkɯ', 'ɲɯβzea', 'ŋu', 'tɕe']	-1	0.9622641509433962	[1.0, 0.9411764705882353, 1.0, 1.0, 0.2222222222222222, 0.15384615384615385, 0.0, 0.0, 0.0]	0.4796938718507346
kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	kɤtaʁ kɤ́wɣthɯ tɕe tɕendɤre	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤre']	['kɤtaʁ', 'kɤ́wɣthɯ', 'tɕe', 'tɕendɤre']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
